external_mode,n_workers,seed,strategy,mean_barrier_ms,p95_barrier_ms,mean_decode_ms,mean_extra_compute,mean_rows_after_decode,decode_success_rate,mean_dispatch_ms,mean_cancel_ms,method,source,artifact,uses_first_decode_features,notes
k3s,24,53,worker_aware_sparse_flexible,16.21190750000774,17.596463150039174,8.585907249994275,2.5998186383928568,8.0,1.0,0.5873715000177125,5.604372624986776,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,53,rank_aware_sparse_flexible,17.57527949999365,27.494043549961507,7.814983874965212,2.0407831101190474,9.5,1.0,0.6150441250553624,7.7084462499783,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,24,53,deadline_aware_sparse_flexible,15.757079875015686,17.114451200075035,7.883899499972762,2.1049339657738093,8.25,1.0,0.7420815000500249,5.751562250054513,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,53,system_portfolio,12.389535874973452,12.93892405003587,7.927599749990537,1.0,0.0,1.0,0.8077621250208249,4.388794874984062,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,53,guarded_system_portfolio,12.233217874978626,12.918650950018636,7.721108249995687,1.0,0.0,1.0,0.8698751250051,4.436557124961325,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,24,53,online_counter_guard_rank_aware_sparse_flexible,16.45816074994851,17.71473585004056,8.58652337498705,2.397693452380952,7.5,1.0,0.6523076250459375,5.650262499955212,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,24,53,online_counter_guard_deadline_aware_sparse_flexible,15.948188750002098,17.46467774997878,8.193623500034127,2.2714611235119047,8.125,1.0,0.6383399999662625,5.6934117500304,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,24,53,rltune_style_selector,13.008562999999599,15.034762300058379,7.601127500009812,1.1874302455357142,2.875,1.0,0.7541283750355751,4.716612624974838,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,24,53,sailor_style_heterogeneity_aware,12.509146124983726,13.229135449967004,8.071457499966025,1.0,0.0,1.0,0.916131624990125,4.365371000005725,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,24,7,speed_aware_uncoded,12.899937999975412,13.39874600005257,8.420995999955439,1.0,0.0,1.0,0.815504250027675,4.410531749982662,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
