seed,round,policy,predicted_ms,prefix_rows,gain_vs_static_pct,prefix_delta_vs_static
43,10,cost-only,36.76157063874219,10,-244.00938991543617,3
43,10,rho,36.44868193462797,10,-241.08142328224972,3
43,10,rho*C,36.44868193462797,10,-241.08142328224972,3
43,10,rho/C,36.44868193462797,10,-241.08142328224972,3
43,10,sampled-minset-128,29.988457248682053,9,-180.6275875425226,2
43,10,sampled-minset-512,29.32080349121721,9,-174.37978153778744,2
43,10,oracle-minset,29.17917996690648,9,-173.0544893549648,2
43,11,static,11.789855405907971,8,0.0,0
43,11,random,11.775828213277505,8,0.11897679952408752,0
43,11,cost-only,37.88841084135349,10,-221.3645081886871,2
43,11,rho,37.57552213723926,10,-218.710627429832,2
43,11,rho*C,37.57552213723926,10,-218.710627429832,2
43,11,rho/C,37.57552213723926,10,-218.710627429832,2
43,11,sampled-minset-128,29.16812903145409,9,-147.40022695136494,1
43,11,sampled-minset-512,28.500475273989245,9,-141.73727575749126,1
43,11,oracle-minset,28.358851749678518,9,-140.5360436860635,1
59,0,static,8.106470111978505,8,0.0,0
59,0,random,8.473724278817201,9,-4.530383283545626,1
59,0,cost-only,9.917699718651159,10,-22.343012206956708,2
59,0,rho,8.036814516942245,7,0.8592592592592401,-1
59,0,rho*C,8.036814516942245,7,0.8592592592592401,-1
59,0,rho/C,8.036814516942245,7,0.8592592592592401,-1
59,0,sampled-minset-128,8.036814516942245,7,0.8592592592592401,-1
59,0,sampled-minset-512,11.6264257955186,12,-43.421558766235904,4
59,0,oracle-minset,8.051480982106497,8,0.6783363055980776,0
59,1,static,8.106470111978505,8,0.0,0
59,1,random,8.473724278817201,9,-4.530383283545626,1
59,1,cost-only,9.917699718651159,10,-22.343012206956708,2
59,1,rho,8.036814516942245,7,0.8592592592592401,-1
59,1,rho*C,8.036814516942245,7,0.8592592592592401,-1
59,1,rho/C,8.036814516942245,7,0.8592592592592401,-1
59,1,sampled-minset-128,8.036814516942245,7,0.8592592592592401,-1
59,1,sampled-minset-512,11.6264257955186,12,-43.421558766235904,4
59,1,oracle-minset,8.051480982106497,8,0.6783363055980776,0
59,2,static,8.106470111978505,8,0.0,0
59,2,random,11.143311235444301,11,-37.461941899698324,3
59,2,cost-only,9.648119999269978,10,-19.017523854352575,2
59,2,rho,8.036814516942245,7,0.8592592592592401,-1
59,2,rho*C,8.036814516942245,7,0.8592592592592401,-1
59,2,rho/C,8.036814516942245,7,0.8592592592592401,-1
59,2,sampled-minset-128,8.036814516942245,7,0.8592592592592401,-1
59,2,sampled-minset-512,11.6264257955186,12,-43.421558766235904,4
59,2,oracle-minset,8.051480982106497,8,0.6783363055980776,0
59,3,static,8.106470111978505,8,0.0,0
59,3,random,7.9167186634314515,7,2.340740740740737,-1
59,3,cost-only,9.917699718651159,10,-22.343012206956708,2
59,3,rho,8.036814516942245,7,0.8592592592592401,-1
59,3,rho*C,8.036814516942245,7,0.8592592592592401,-1
59,3,rho/C,8.036814516942245,7,0.8592592592592401,-1
59,3,sampled-minset-128,8.036814516942245,7,0.8592592592592401,-1
59,3,sampled-minset-512,11.6264257955186,12,-43.421558766235904,4
